ts_code,ann_date,end_date,report_type,revenue,fin_exp,total_profit
000006.SZ,20190330,20181231,1,2511844429.36,88912716.85,1068986598.04
000006.SZ,20181027,20180930,1,1593892440.25,63814847.96,639954629.53
000006.SZ,20180817,20180630,1,1055586030.09,40122604.76,512405489.01
000006.SZ,20180427,20180331,1,485058860.26,23270697.64,298712053.35
000006.SZ,20180330,20171231,1,2959450243.71,112874725.71,960226743.02
000006.SZ,20171028,20170930,1,2319260982.03,84599053.86,469373334.94
000006.SZ,20170818,20170630,1,1869597910.47,57808239.13,357597285.41
000006.SZ,20170427,20170331,1,1167907487.84,31240700.21,151832604.54
000006.SZ,20170330,20161231,1,3358826445.85,152816927.68,924397480.39
000006.SZ,20161031,20160930,1,1145705667.59,121308198.05,163757248.86
000006.SZ,20160819,20160630,1,868689205.8,89375120.05,142724669.17
000006.SZ,20160423,20160331,1,382487016.97,54595390.44,58499896.31
000006.SZ,20160330,20151231,1,3654309497.23,229776293.26,593119108.5
000006.SZ,20151028,20150930,1,2305455591.85,171371053.86,386111826.01
000006.SZ,20150829,20150630,1,2022614399.84,114225856.51,360461013.03
000006.SZ,20150424,20150331,1,1389232679.27,56395576.05,281429222.13
000006.SZ,20150401,20141231,1,2328729592.72,118892260.57,685154590.12
000006.SZ,20141028,20140930,1,649854441.03,70060985.5,314036766.05
000006.SZ,20140815,20140630,1,491488388.68,46147492.59,64013132.11
000006.SZ,20140423,20140331,1,262919739.06,22545616.43,40361368.36
000006.SZ,20140315,20131231,1,4610855024.2,34598239.08,926275160.74
000006.SZ,20131025,20130930,1,1614383192.89,284525.5,475523810.24
000006.SZ,20130815,20130630,1,1170522469.81,-2385775.51,354750025.73
000006.SZ,20130425,20130331,1,302177502.34,-5060355.92,83353508.85
000006.SZ,20130330,20121231,1,3076245082.95,7253940.98,845184727.43
000006.SZ,20121020,20120930,1,2027707252.55,8975562.5,484426297.51
000006.SZ,20120811,20120630,1,1513707196.97,8649394.22,385571228.96
000006.SZ,20120419,20120331,1,457431188.88,5378139.0,118784839.84
000006.SZ,20120418,20111231,1,2589275275.03,56772400.79,564255019.92
000006.SZ,20111029,20110930,1,1717990635.87,50302513.42,360288786.99
000006.SZ,20110803,20110630,1,1068706405.04,44829825.2,188858347.88
000006.SZ,20110422,20110331,1,499790091.66,34379479.04,71293458.0
000006.SZ,20110331,20101231,1,2338734540.68,96511325.42,634721275.99
000006.SZ,20101030,20100930,1,1075492236.72,66946206.86,162927338.33
000006.SZ,20100807,20100630,1,779319840.61,42617249.02,121976459.81
000006.SZ,20100421,20100331,1,287644602.2,19586220.79,44720291.66
000006.SZ,20100317,20091231,1,1849235813.72,93588576.93,404295604.93
000006.SZ,20091031,20090930,1,625117965.16,85440533.55,206816603.1
000006.SZ,20090812,20090630,1,479000447.49,69940618.45,121624141.94
000006.SZ,20090425,20090331,1,192659884.23,10754494.97,72618264.74
000006.SZ,20090425,20081231,1,1021744569.06,74120944.25,161570255.74
000006.SZ,20081015,20080930,1,883904860.31,79125920.77,285180972.49
000006.SZ,20080802,20080630,1,810784026.87,48860204.87,286048865.36
000006.SZ,20080422,20080331,1,703519725.21,22321108.75,280077785.38
000006.SZ,20080329,20071231,1,1024038256.7,77738880.46,287810561.17
000006.SZ,20071030,20070930,1,362050937.39,-4583808.28,138983586.05
000006.SZ,20070816,20070630,1,203598984.56,-696518.45,87978809.01
000006.SZ,20070421,20070331,1,106531614.58,-282044.58,15074140.6
000006.SZ,20080329,20061231,1,1254539195.0,24453738.02,253116047.56
000006.SZ,20071030,20060930,1,1028187095.88,17562655.93,211296642.84
000006.SZ,20070816,20060630,1,882203281.54,12316886.22,202841594.06
000006.SZ,20070421,20060331,1,207151899.19,7790350.03,40793413.78
000006.SZ,20060401,20051231,1,1433864802.95,30401175.17,117683337.58
000006.SZ,20051028,20050930,1,1007678588.77,34758862.35,20442365.82
000006.SZ,20050818,20050630,1,824082551.1,24729266.47,-6612900.64
000006.SZ,20050422,20050331,1,476602703.88,9695197.27,9114397.44
000006.SZ,20050415,20041231,1,1876976216.41,51060253.06,63496915.19
000006.SZ,20041023,20040930,1,934242012.88,40551321.07,-45131032.73
000006.SZ,20040819,20040630,1,642727771.54,25902563.13,-63190990.84
000006.SZ,20040428,20040331,1,252851076.31,12590811.17,-6468755.38
000006.SZ,20040421,20031231,1,1988930626.25,52590428.43,-193702732.54
000006.SZ,20031025,20030930,1,1433194932.96,47134638.09,-40132331.59
000006.SZ,20030819,20030630,1,1012937426.32,32244452.81,8041290.93
000006.SZ,20030426,20030331,1,410857881.08,21723695.59,-12368972.59
000006.SZ,20030426,20021231,1,2084211153.0,27404340.57,27507807.64
000006.SZ,20021030,20020930,1,1513980221.66,46441960.26,67318293.13
000006.SZ,20020824,20020630,1,955878002.5,33692257.58,47741666.31
000006.SZ,20020426,20020331,1,457784400.0,,11072600.0
000006.SZ,20020416,20011231,1,2024189534.16,37877936.25,147983977.09
000006.SZ,20010813,20010630,1,800889586.97,33587304.87,70867147.39
000006.SZ,20010410,20001231,1,1883722322.29,48393562.77,161264781.6
000006.SZ,20000816,20000630,1,783090151.37,17543609.22,45430485.99
000011.SZ,20190330,20181231,1,2787240632.53,-57579532.57,777475125.71
000011.SZ,20181031,20180930,1,1199003679.43,-38456220.9,189127522.73
000011.SZ,20180822,20180630,1,825013984.97,-27617224.65,109559871.15
000011.SZ,20180427,20180331,1,544366414.09,-18926710.87,71415630.33
000011.SZ,20180330,20171231,1,2904690690.53,-24407456.38,826747620.77
000011.SZ,20171031,20170930,1,2652727809.6,-21808246.88,747640163.48
000011.SZ,20170831,20170630,1,1317146732.43,-17763773.52,467979084.11
000011.SZ,20170429,20170331,1,1038683462.42,-7220614.53,401510428.6
000011.SZ,20170331,20161231,1,2059204077.18,-22407438.75,491207657.33
000011.SZ,20161029,20160930,1,529718717.13,-14076786.73,-5759308.17
000011.SZ,20160827,20160630,1,372057479.96,-7038438.94,-2636724.14
000011.SZ,20160430,20160331,1,196079291.87,-2099504.69,227151.33
000011.SZ,20160331,20151231,1,1077418500.93,-7514689.31,216391692.13
000011.SZ,20151030,20150930,1,636050308.12,-5904548.71,63444628.17
000011.SZ,20150815,20150630,1,338761310.39,-4714375.5,42524876.71
000011.SZ,20150430,20150331,1,135271193.34,-2915524.37,2019918.13
000011.SZ,20150401,20141231,1,1268451451.86,-12697790.5,553764963.58
000011.SZ,20141023,20140930,1,812558050.45,-8148467.29,417748307.4
000011.SZ,20140812,20140630,1,501367559.78,-6325233.01,147812552.49
000011.SZ,20140428,20140331,1,194462902.01,-3070845.42,37602083.98
000011.SZ,20140401,20131231,1,1619227227.6,-6334701.69,422934474.43
000011.SZ,20131029,20130930,1,1481738491.87,-4963868.24,462477921.93
000011.SZ,20130810,20130630,1,1348194107.29,-3595065.02,459686916.91
000011.SZ,20130427,20130331,1,876432175.84,-2062675.5,312680637.22
000011.SZ,20130330,20121231,1,1861298830.99,-1504589.66,487048143.02
000011.SZ,20121031,20120930,1,1041304227.34,-3011331.35,226637608.1
000011.SZ,20120823,20120630,1,622922900.92,-1321536.27,126064094.2
000011.SZ,20120425,20120331,1,122683018.94,-556953.89,6458264.54
000011.SZ,20120330,20111231,1,1408565307.32,12119255.73,339503404.62
000011.SZ,20111025,20110930,1,1291820059.77,8757039.65,402783837.95
000011.SZ,20110730,20110630,1,1146591748.07,4842829.37,396114375.04
000011.SZ,20110430,20110331,1,977257810.34,1714761.5,376567342.54
000011.SZ,20110426,20101231,1,993175350.38,-2813250.22,207159741.7
000011.SZ,20101025,20100930,1,835716532.43,-1085097.82,165223332.29
000011.SZ,20100731,20100630,1,697428583.67,-112265.18,152910566.41
000011.SZ,20100426,20100331,1,83097068.04,559191.48,3937743.7
000011.SZ,20100209,20091231,1,845366939.69,16054025.03,127297762.81
000011.SZ,20091012,20090930,1,758785069.84,12658522.18,199205199.93
000011.SZ,20090813,20090630,1,536738584.88,9395168.4,136457608.54
000011.SZ,20090429,20090331,1,131156469.72,3308205.15,24044833.89
000011.SZ,20090427,20081231,1,623465139.63,22355106.1,29940463.73
000011.SZ,20081027,20080930,1,200092541.04,12359751.49,-10520048.37
000011.SZ,20080814,20080630,1,136455256.05,10455399.14,-890889.91
000011.SZ,20080426,20080331,1,69197447.08,5017722.14,-2653537.67
000011.SZ,20080415,20071231,1,332985105.29,26413569.23,-29055405.8
000011.SZ,20071031,20070930,1,235841869.18,14618913.77,-29066177.71
000011.SZ,20070814,20070630,1,149851407.46,6772331.87,-15275994.26
000011.SZ,20070430,20070331,1,63516477.63,1644339.39,-5683489.36
000011.SZ,20080415,20061231,1,323027334.95,15274086.61,-45137369.68
000011.SZ,20071031,20060930,1,233375898.34,8663302.85,-31353540.25
000011.SZ,20070814,20060630,1,180244182.07,5945038.43,-17380486.69
000011.SZ,20070430,20060331,1,80518391.97,2349802.04,-7096181.46
000011.SZ,20060311,20051231,1,963481024.09,32818241.51,98831515.24
000011.SZ,20051022,20050930,1,539857784.4,25049487.86,33239531.88
000011.SZ,20050813,20050630,1,344628662.44,17263671.4,18077773.47
000011.SZ,20050420,20050331,1,105176856.95,5663475.75,129413.96
000011.SZ,20050301,20041231,1,1326289977.75,40482936.2,126160243.54
000011.SZ,20041019,20040930,1,505639076.16,21571910.97,48023788.0
000011.SZ,20040814,20040630,1,259275868.71,16113639.77,14818911.18
000011.SZ,20040430,20040331,1,76575021.12,3856061.6,1272631.35
000011.SZ,20040419,20031231,1,1079474318.91,29212758.86,121676376.73
000011.SZ,20031024,20030930,1,366461579.63,10915340.55,19701555.38
000011.SZ,20030813,20030630,1,249851393.54,4840082.82,10430037.1
000011.SZ,20030429,20030331,1,65663277.09,341563.87,637070.07
000011.SZ,20030419,20021231,1,781284955.43,45740192.76,44508865.86
000011.SZ,20021025,20020930,1,333680000.0,,15260000.0
000011.SZ,20020815,20020630,1,239924781.12,7044846.13,10740884.08
000011.SZ,20020430,20020331,1,88200000.0,,380000.0
000011.SZ,20020427,20011231,1,1021639372.64,52080351.46,105768566.85
000011.SZ,20011026,20010930,1,406460000.0,,
000011.SZ,20010816,20010630,1,243564015.55,10902119.54,18094784.88
000011.SZ,20010428,20010331,1,67390000.0,,-14030000.0
000011.SZ,20010412,20001231,1,658120332.85,54546012.64,61161407.94
000011.SZ,20000825,20000630,1,254240798.65,18752356.25,13411991.57
000014.SZ,20190330,20181231,1,357929318.71,3150646.48,209088941.09
000014.SZ,20181027,20180930,1,185997529.28,2371244.65,5843627.17
000014.SZ,20180829,20180630,1,121746845.57,1507744.85,4769993.37
000014.SZ,20180427,20180331,1,67735965.8,548244.69,4334726.22
000014.SZ,20180329,20171231,1,513141023.37,3054067.93,16065866.16
000014.SZ,20171031,20170930,1,428409333.98,2220664.97,8096444.85
000014.SZ,20170831,20170630,1,302300164.48,1361393.62,5979707.2
000014.SZ,20170426,20170331,1,97039586.71,622739.59,-4334936.48
000014.SZ,20170330,20161231,1,620757228.92,3933690.0,39609122.48
000014.SZ,20161029,20160930,1,171840423.63,3048263.92,-23093817.29
000014.SZ,20160827,20160630,1,122517432.24,2064468.61,-13566779.45
000014.SZ,20160423,20160331,1,32351799.8,926600.61,-6143604.02
000014.SZ,20160331,20151231,1,413213720.92,5897129.7,71992000.6
000014.SZ,20151029,20150930,1,224558590.41,4304710.76,472802.93
000014.SZ,20150822,20150630,1,184035355.36,2840931.06,8001650.35
000014.SZ,20150425,20150331,1,36319283.18,1221617.73,1309888.58
000014.SZ,20150331,20141231,1,511815321.4,9629826.33,84503969.3
000014.SZ,20141030,20140930,1,262546943.97,7627021.56,24924590.14
000014.SZ,20140823,20140630,1,192185388.44,5799910.89,40589278.5
000014.SZ,20140424,20140331,1,86883298.47,2817640.17,29508751.38
000014.SZ,20140331,20131231,1,563950315.71,14525139.27,49515786.24
000014.SZ,20131029,20130930,1,364712728.86,16325839.94,10454590.01
000014.SZ,20130822,20130630,1,249893025.99,10186972.97,8368982.46
000014.SZ,20130422,20130331,1,143882123.88,4249143.09,5064299.05
000014.SZ,20130329,20121231,1,421309533.93,20826907.22,42410195.65
000014.SZ,20121031,20120930,1,117196093.99,16328552.97,-14177109.1
000014.SZ,20120830,20120630,1,81354252.0,11054372.97,-6982453.0
000014.SZ,20120426,20120331,1,44621802.0,5585461.73,168557.78
000014.SZ,20120323,20111231,1,399837689.4,9915698.01,82137332.41
000014.SZ,20111029,20110930,1,228800599.69,6094203.71,29966047.8
000014.SZ,20110831,20110630,1,177284023.32,4052667.88,18485459.33
000014.SZ,20110425,20110331,1,48554201.49,2002331.66,-2790510.36
000014.SZ,20110425,20101231,1,735195751.46,14177574.56,95781565.03
000014.SZ,20101030,20100930,1,429559111.03,11700531.09,71225739.26
000014.SZ,20100827,20100630,1,405060564.94,8155909.0,90253802.47
000014.SZ,20100430,20100331,1,324264617.68,4605387.39,90447499.12
000014.SZ,20100320,20091231,1,693897549.17,33905230.35,100551312.56
000014.SZ,20091031,20090930,1,470992766.87,28529273.5,89963566.92
000014.SZ,20090826,20090630,1,323614033.67,19964424.66,41366261.1
000014.SZ,20090425,20090331,1,53385849.97,9852504.95,-3257214.97
000014.SZ,20090425,20081231,1,312132092.2,10538504.2,53480682.42
000014.SZ,20081028,20080930,1,26961455.23,8221059.74,-45469803.77
000014.SZ,20080830,20080630,1,20972217.08,5815162.23,-26766166.46
000014.SZ,20080426,20080331,1,8033313.16,2931932.57,-12696949.75
000014.SZ,20080426,20071231,1,186377240.68,9206386.2,3577911.16
000014.SZ,20071031,20070930,1,71731735.22,6366956.36,-12347255.55
000014.SZ,20070825,20070630,1,49607830.52,4043426.67,-4413149.24
000014.SZ,20070424,20070331,1,20683643.81,2027396.79,-4067541.71
000014.SZ,20080426,20061231,1,340821898.8,6851108.67,37092182.81
000014.SZ,20071031,20060930,1,314940800.43,2672685.34,54202977.96
000014.SZ,20070825,20060630,1,266629902.55,2333912.12,50971432.19
000014.SZ,20070424,20060331,1,144514693.41,1398339.91,24074624.23
000014.SZ,20060426,20051231,1,438849918.74,11876752.7,38302564.63
000014.SZ,20051025,20050930,1,337218206.4,4124354.32,32253510.35
000014.SZ,20050805,20050630,1,257768854.66,5405491.89,28075178.44
000014.SZ,20050423,20050331,1,97317511.59,2111588.81,9633515.73
000014.SZ,20050423,20041231,1,495311472.02,6126456.63,33577786.19
000014.SZ,20041029,20040930,1,236672568.86,6288494.32,14116636.42
000014.SZ,20040731,20040630,1,162531827.03,5113654.0,7951570.73
000014.SZ,20040430,20040331,1,64742666.7,2289249.52,2322871.96
000014.SZ,20040330,20031231,1,295641364.71,4640595.16,33780771.6
000014.SZ,20031023,20030930,1,185349391.72,7664803.04,15793835.71
000014.SZ,20030717,20030630,1,103051529.72,6312474.75,6714469.94
000014.SZ,20030423,20030331,1,54660231.71,1997103.16,1125664.21
000014.SZ,20030124,20021231,1,475792792.26,4951690.01,35910540.68
000014.SZ,20021031,20020930,1,344173799.96,4540141.33,5754741.31
000014.SZ,20020823,20020630,1,269467112.26,3905024.9,9193651.42
000014.SZ,20020427,20020331,1,99769746.0,2460803.74,3080000.0
000014.SZ,20020207,20011231,1,465637320.49,9832525.3,31760027.08
000014.SZ,20011024,20010930,1,150980000.0,,
000014.SZ,20010721,20010630,1,92869063.62,6842724.28,7732148.53
000014.SZ,20010424,20001231,1,78183624.5,26970311.14,-31386113.91
000014.SZ,20000812,20000630,1,54124249.78,12725753.26,-15557881.39
000016.SZ,20190330,20181231,1,46126797341.33,399165814.39,454896592.11
000016.SZ,20181031,20180930,1,29761729899.11,104533561.51,446359034.09
000016.SZ,20180831,20180630,1,17625414769.82,36292909.41,391286112.75
000016.SZ,20180428,20180331,1,7773238729.83,61086438.88,123849262.41
000016.SZ,20180331,20171231,1,31227763249.71,340918550.61,6658475105.76
000016.SZ,20171028,20170930,1,20163618985.63,197060964.29,147283073.49
000016.SZ,20170825,20170630,1,11405965979.43,110882895.46,30557559.61
000016.SZ,20170429,20170331,1,4686318957.34,42775464.29,31027327.0
000016.SZ,20170331,20161231,1,20299348136.21,154764546.12,27734857.51
000016.SZ,20161029,20160930,1,14617241214.26,101508905.2,-90913911.69
000016.SZ,20160830,20160630,1,8609080822.24,68373432.0,10612947.82
000016.SZ,20160429,20160331,1,4072311262.92,49908929.45,29652321.86
000016.SZ,20160408,20151231,1,18395177035.98,350616323.55,-1545467671.41
000016.SZ,20151029,20150930,1,13844710852.68,280581130.17,-1016166184.71
000016.SZ,20150829,20150630,1,8944558920.96,99066911.17,-355719790.89
000016.SZ,20150429,20150331,1,4569152230.3,76551299.57,31763759.45
000016.SZ,20150403,20141231,1,19423488994.07,132763824.46,92379682.19
000016.SZ,20141028,20140930,1,13467888459.14,126884047.87,102498004.06
000016.SZ,20140828,20140630,1,8398300541.63,101860777.24,83163079.69
000016.SZ,20140415,20140331,1,4049737785.15,56996063.54,23062247.49
000016.SZ,20140404,20131231,1,20006736878.82,-59637103.92,182060901.84
000016.SZ,20131030,20130930,1,14547288137.21,-30748765.34,152401816.87
000016.SZ,20130831,20130630,1,9421399281.0,-21707338.29,59696328.18
000016.SZ,20130427,20130331,1,4806314071.49,26716097.95,8902268.68
000016.SZ,20130427,20121231,1,18337861657.29,179516279.32,91826084.66
000016.SZ,20121026,20120930,1,12297326326.42,159853332.29,48264789.87
000016.SZ,20120828,20120630,1,7038923137.77,109770636.77,43164908.88
000016.SZ,20120427,20120331,1,3475554057.18,64546588.49,23467257.23
000016.SZ,20120427,20111231,1,16217619883.23,48685114.01,9566777.97
000016.SZ,20111029,20110930,1,11411409192.68,103895773.27,-128737351.66
000016.SZ,20110827,20110630,1,6865103919.76,71427282.01,-175902661.96
000016.SZ,20110428,20110331,1,3339537004.1,12427199.37,-68898205.45
000016.SZ,20110428,20101231,1,17111454066.34,-33944892.42,87706989.88
000016.SZ,20101027,20100930,1,12481629166.85,-1900821.77,118287822.02
000016.SZ,20100831,20100630,1,7940183795.09,22524675.26,80297180.96
000016.SZ,20100430,20100331,1,4266791664.59,22162244.21,50115840.42
000016.SZ,20100430,20091231,1,13259033591.95,54509219.18,145898113.51
000016.SZ,20091023,20090930,1,9025977839.56,38868613.93,130922838.98
000016.SZ,20090827,20090630,1,5172000028.2,16182434.83,87602573.02
000016.SZ,20090430,20090331,1,2611315292.67,12951059.59,40644596.31
000016.SZ,20090430,20081231,1,12205292227.57,1318507.81,295561955.4
000016.SZ,20081029,20080930,1,9026727739.01,5344444.32,235165039.61
000016.SZ,20080823,20080630,1,5620525986.16,17826655.8,100838348.99
000016.SZ,20080428,20080331,1,3077167212.95,9406100.05,64189168.62
000016.SZ,20080408,20071231,1,12169078369.5,15050936.06,256450384.55
000016.SZ,20071031,20070930,1,8492370547.52,21294324.16,62609528.42
000016.SZ,20070824,20070630,1,5614106475.21,15049905.76,47182156.02
000016.SZ,20070426,20070331,1,3400940519.22,6582076.27,28801502.61
000016.SZ,20070426,20070331,1,3400940519.22,6582076.27,28801502.61
000016.SZ,20080408,20061231,1,12730978380.57,13844698.84,116097240.59
000016.SZ,20071031,20060930,1,8606985059.47,7749203.85,59177000.66
000016.SZ,20070824,20060630,1,5571631604.12,5945774.79,40556459.45
000016.SZ,20070426,20060331,1,3217284656.64,1828053.57,28087487.58
000016.SZ,20070426,20060331,1,3217284656.64,1828053.57,28087487.58
000016.SZ,20060427,20051231,1,11455891609.06,12352920.92,40001831.16
000016.SZ,20051026,20050930,1,8009240854.87,6039674.84,29389358.14
000016.SZ,20050827,20050630,1,5464655872.21,4567078.44,17034025.44
000016.SZ,20050429,20050331,1,3174017824.28,1961492.79,19479842.45
000016.SZ,20050419,20041231,1,13362521889.7,7033091.84,170738565.22
000016.SZ,20041026,20040930,1,9801390582.38,3405056.83,80039942.77
000016.SZ,20040811,20040630,1,6868598315.36,252139.18,58015757.9
000016.SZ,20040427,20040331,1,3914685729.93,-1648016.56,31997957.33
000016.SZ,20040420,20031231,1,12806466103.13,23981313.61,127379887.6
000016.SZ,20031028,20030930,1,8998356992.79,21096304.4,66035671.66
000016.SZ,20030822,20030630,1,6001551536.87,19859277.81,35138050.18
000016.SZ,20030422,20030331,1,3081171421.77,9412322.7,24559414.9
000016.SZ,20030421,20021231,1,8041652825.33,34620128.01,54433581.62
000016.SZ,20021029,20020930,1,5652773354.41,28861843.23,38100231.25
000016.SZ,20020826,20020630,1,3805488465.25,19693914.29,38385615.46
000016.SZ,20020424,20020331,1,2231718909.17,9205293.35,25816398.88
000016.SZ,20020411,20011231,1,6748122042.36,84284790.75,-687254170.31
000016.SZ,20010829,20010630,1,3209799541.25,50384306.17,-187330710.04
000016.SZ,20010324,20001231,1,9012732937.89,71569553.44,298785354.52
000016.SZ,20000822,20000630,1,3673760061.51,15703940.31,151462940.88
000019.SZ,20190427,20181231,1,10758782838.14,10131313.25,339344589.72
000019.SZ,20181030,20180930,1,216769103.19,-2896154.76,-29195263.35
000019.SZ,20180828,20180630,1,136721215.4,-1547896.32,-18100791.3
000019.SZ,20180828,20180630,1,136721215.4,-1547896.32,-18100791.3
000019.SZ,20180424,20180331,1,57472118.11,-447193.81,-11596094.95
000019.SZ,20180424,20171231,1,315762708.35,-1692626.33,-61278404.72
000019.SZ,20180424,20171231,1,315762708.35,-1692626.33,-61278404.72
000019.SZ,20171025,20170930,1,230746700.38,-1162617.66,-31031431.65
000019.SZ,20170828,20170630,1,138158382.95,-1533397.02,-20540446.87
000019.SZ,20170424,20170331,1,59762320.34,-1017560.78,-11101165.5
000019.SZ,20170424,20161231,1,273383642.99,-1182236.05,114206078.2
000019.SZ,20161025,20160930,1,226387555.74,-421863.74,-34931998.76
000019.SZ,20160823,20160630,1,149155529.71,213297.58,-19962034.93
000019.SZ,20160426,20160331,1,72574451.04,429118.91,-8101091.4
000019.SZ,20160426,20151231,1,338224512.31,-1951620.6,-40425049.61
000019.SZ,20151027,20150930,1,249534721.64,-1337297.15,-9154532.68
000019.SZ,20150825,20150630,1,163356143.27,-461784.95,7210111.34
000019.SZ,20150421,20150331,1,59619056.32,-262353.21,-10690701.49
000019.SZ,20150421,20141231,1,368121399.84,-1033252.39,18054066.05
000019.SZ,20141024,20140930,1,189267834.02,-1345683.47,-35170384.74
000019.SZ,20140819,20140630,1,118250169.14,-1033644.01,-24045916.95
000019.SZ,20140422,20140331,1,62268415.99,-1009951.7,-6077673.26
000019.SZ,20140318,20131231,1,438318662.25,-121468.43,62003485.82
000019.SZ,20131024,20130930,1,350107050.09,999314.87,58772652.47
000019.SZ,20130821,20130630,1,229743390.32,-112173.57,-1423923.52
000019.SZ,20130424,20130331,1,106245837.65,-522282.44,3283208.69
000019.SZ,20130424,20121231,1,310790324.7,-483988.21,76883246.2
000019.SZ,20121023,20120930,1,184527834.63,-117195.53,86926513.36
000019.SZ,20120821,20120630,1,114026690.16,381706.23,89910633.28
000019.SZ,20120427,20120331,1,65031781.74,1401789.2,-2923925.25
000019.SZ,20120407,20111231,1,318230243.67,2959988.95,13692328.77
000019.SZ,20111027,20110930,1,217701800.31,6010134.24,36646154.92
000019.SZ,20110819,20110630,1,139922991.06,4550650.77,8733411.67
000019.SZ,20110429,20110331,1,69099770.21,2343118.57,-5513920.24
000019.SZ,20110429,20101231,1,229797398.17,9827703.23,11165014.28
000019.SZ,20101027,20100930,1,163273746.29,7095654.52,-20197453.91
000019.SZ,20100813,20100630,1,98031142.11,4543914.84,-17168300.74
000019.SZ,20100422,20100331,1,47987553.8,2653067.1,-10813046.25
000019.SZ,20100422,20091231,1,184142192.53,7240793.09,-8726601.02
000019.SZ,20091023,20090930,1,139999269.28,4671237.84,9810260.63
000019.SZ,20090812,20090630,1,91579440.16,2610027.76,1040315.51
000019.SZ,20090422,20090331,1,38908116.97,1026989.83,-6627135.09
000019.SZ,20090321,20081231,1,151118088.61,4731936.85,18681641.57
000019.SZ,20081023,20080930,1,116709600.78,2638471.8,17908078.06
000019.SZ,20080811,20080630,1,76583117.65,1244125.35,8002010.51
000019.SZ,20080419,20080331,1,31383868.32,476157.39,321082.29
000019.SZ,20080328,20071231,1,192241044.9,4472187.33,46936227.65
000019.SZ,20071023,20070930,1,142347827.13,3869854.65,16350870.61
000019.SZ,20070821,20070630,1,98033562.54,2787188.27,13204089.98
000019.SZ,20070414,20070331,1,26008573.06,1276492.03,745459.91
000019.SZ,20080328,20061231,1,104021455.44,2876536.9,33086078.62
000019.SZ,20071023,20060930,1,82864244.94,3907233.08,5027276.38
000019.SZ,20070821,20060630,1,50939607.62,2427849.21,6062532.81
000019.SZ,20070414,20060331,1,21251332.45,1188082.08,961123.01
000019.SZ,20060311,20051231,1,81462390.89,6267102.08,4603090.12
000019.SZ,20051018,20050930,1,64885389.01,4652608.29,2588415.3
000019.SZ,20050806,20050630,1,38252555.95,3108055.14,2290155.94
000019.SZ,20050422,20050331,1,15530489.39,1360538.01,446899.65
000019.SZ,20050413,20041231,1,64753538.33,6912271.71,-2117866.38
000019.SZ,20041020,20040930,1,53108731.4,5485069.86,4118964.85
000019.SZ,20040806,20040630,1,35465533.3,3448181.18,1251840.37
000019.SZ,20040423,20040331,1,15415925.41,1470722.09,531514.04
000019.SZ,20040410,20031231,1,62066553.29,4367403.56,-48739099.23
000019.SZ,20031024,20030930,1,46455169.89,3286743.53,-7387774.96
000019.SZ,20030730,20030630,1,33545171.29,2111800.84,1162311.94
000019.SZ,20030416,20030331,1,12309659.95,657895.12,336570.4
000019.SZ,20030313,20021231,1,77369354.75,2507608.89,11405633.91
000019.SZ,20021023,20020930,1,57329195.85,1773034.12,8118036.68
000019.SZ,20020731,20020630,1,36927036.6,808257.34,7461702.71
000019.SZ,20020423,20020331,1,14271659.6,70776.77,-14017269.69
000019.SZ,20020226,20011231,1,61185232.89,3793418.15,13292934.36
000019.SZ,20010818,20010630,1,33945032.9,2184013.49,10098291.13
000019.SZ,20010417,20001231,1,70239790.88,7246561.8,13091867.05
000019.SZ,20000811,20000630,1,36154569.03,3823008.22,8652657.65
000021.SZ,20190420,20181231,1,16061005965.27,-169661748.66,698919523.14
000021.SZ,20190420,20181231,1,16061005965.27,-169661748.66,698919523.14
000021.SZ,20181031,20180930,1,12611111508.98,-59786458.8,580068548.8
000021.SZ,20180818,20180630,1,8264991735.06,-42605266.63,230401444.77
000021.SZ,20180428,20180331,1,4003078929.95,3113672.91,115058329.53
000021.SZ,20180412,20171231,1,14209778550.46,23956645.92,731708280.59
000021.SZ,20171031,20170930,1,10725552843.02,3242462.47,601824748.32
000021.SZ,20170825,20170630,1,7186882218.68,16632755.13,386377049.07
000021.SZ,20170429,20170331,1,3455898732.14,-10138477.01,153574133.99
000021.SZ,20170331,20161231,1,15069170534.44,47212061.62,373399806.37
000021.SZ,20161031,20160930,1,10570534205.61,-1148831.64,429871226.82
000021.SZ,20160831,20160630,1,6868763353.29,-25632895.43,306533609.14
000021.SZ,20160427,20160331,1,3575304377.73,13884073.57,189718293.56
000021.SZ,20160331,20151231,1,15361814755.44,-119296792.28,277449252.39
000021.SZ,20151029,20150930,1,11213053608.52,-58808939.37,182388404.08
000021.SZ,20150828,20150630,1,7199107568.5,-39485457.91,168216080.39
000021.SZ,20150428,20150331,1,4074198517.02,-7493254.21,67917831.46
000021.SZ,20150330,20141231,1,16444164971.33,-197504577.81,271579974.69
000021.SZ,20141031,20140930,1,11998841667.87,-145571358.44,186190302.23
000021.SZ,20140830,20140630,1,7689980161.91,-97550999.17,5731564.8
000021.SZ,20140430,20140331,1,4127965740.55,-66870507.2,-117038434.36
000021.SZ,20140331,20131231,1,15039531962.51,-293989306.78,250092323.64
000021.SZ,20131031,20130930,1,11061117275.44,-203803723.99,164555565.22
000021.SZ,20130830,20130630,1,7429413412.4,-142925357.01,74632793.76
000021.SZ,20130427,20130331,1,3701108996.18,-47084115.35,36052381.0
